Label,Processed_Text
ham,"  (0, 8026)	0.19609779550499865
ham,"  (0, 814)	0.6747712000712583
  (0, 3610)	0.5308582965807367
  (0, 7831)	0.5127117089610813"
spam,"  (0, 209)	0.38687777107058013
  (0, 7447)	0.3138567594355595
  (0, 6273)	0.3279286453115926
  (0, 926)	0.3279286453115926
  (0, 6502)	0.3109286141082469
  (0, 562)	0.38687777107058013
  (0, 2177)	0.2446188135463164
  (0, 4581)	0.2824083214775516
  (0, 6912)	0.2601485117554052
  (0, 7814)	0.17674484230314022
  (0, 4716)	0.22778346675422137"
ham,"  (0, 5935)	0.4101769406069821
  (0, 1027)	0.4244984485040854
  (0, 2402)	0.2919484002285968
  (0, 3913)	0.32097882975646924
  (0, 6353)	0.355485369339008
  (0, 2095)	0.2115956872205209
  (0, 3563)	0.20573216343218878
  (0, 4633)	0.20573216343218878
  (0, 8220)	0.2509392727090895
  (0, 8209)	0.3066573218593659
  (0, 3789)	0.22470292971150294"
ham,"  (0, 5253)	0.4539050007687479
  (0, 1584)	0.4539050007687479
  (0, 6180)	0.3980792757207797
  (0, 5414)	0.34823866792636027
  (0, 8393)	0.2893323169800922
  (0, 4231)	0.3255606937759044
  (0, 2221)	0.2704170563489328
  (0, 3494)	0.21301380615209106"
ham,"  (0, 2977)	0.5312371813802346
  (0, 6202)	0.4965968937903413
  (0, 6445)	0.49013368621996556
  (0, 8043)	0.34182317346075985
  (0, 8329)	0.3377935314872267"
ham,"  (0, 1387)	0.2763955341392037
  (0, 1541)	0.4984199921585655
  (0, 8231)	0.25249623405589483
  (0, 4432)	0.24920999607928274
  (0, 6070)	0.27010919594194704
  (0, 7187)	0.26479417272817357
  (0, 2841)	0.26479417272817357
  (0, 5023)	0.24089487264486473
  (0, 3568)	0.19632099500283973
  (0, 6795)	0.20930171641659484
  (0, 5196)	0.1707716479410615
  (0, 2095)	0.14655160692427616
  (0, 6912)	0.19770035500556474
  (0, 4998)	0.1821161783566739
  (0, 8043)	0.17380105492225584
  (0, 2401)	0.1475229219077594
  (0, 4485)	0.14453650670484192"
ham,"  (0, 3844)	0.5465015685955436
  (0, 2413)	0.3913246503151965
  (0, 6799)	0.5416670483634799
  (0, 5485)	0.5047750610871095"
ham,"  (0, 3757)	0.31775498362909166
  (0, 7550)	0.31775498362909166
  (0, 2927)	0.31775498362909166
  (0, 3311)	0.3033314786002458
  (0, 1172)	0.273190771777786
  (0, 1704)	0.3033314786002458
  (0, 3011)	0.2571124223097168
  (0, 6803)	0.2851600113003109
  (0, 6628)	0.2139618828525629
  (0, 2172)	0.2851600113003109
  (0, 3409)	0.25401718918489286
  (0, 3323)	0.2202557930013221
  (0, 4485)	0.14911974614069617
  (0, 7443)	0.16926058898039595"
spam,"  (0, 47)	0.319737286830427
  (0, 445)	0.30522380127675475
  (0, 1285)	0.2658993482922135
  (0, 7217)	0.2527367649346034
  (0, 7815)	0.2748950627232351
  (0, 4004)	0.2527367649346034
  (0, 7835)	0.26212800449135704
  (0, 3044)	0.2587164090419677
  (0, 5407)	0.22280355150681577
  (0, 3958)	0.22792579750373443
  (0, 4557)	0.24761451893768477
  (0, 4639)	0.24108838086134454
  (0, 2089)	0.1924748129532961
  (0, 3854)	0.23390544161109872
  (0, 8274)	0.1793515860149034
  (0, 2401)	0.15315035996875484
  (0, 7538)	0.1628841347678811"
ham,"  (0, 6874)	0.6348655638162223
  (0, 3712)	0.772622621905617"
ham,"  (0, 5278)	0.4952900306541266
  (0, 887)	0.587585710124058
  (0, 6536)	0.4232880000799683
  (0, 3534)	0.4798521520019909"
ham,"  (0, 4145)	0.2658669170099891
  (0, 603)	0.2658669170099891
  (0, 3813)	0.2658669170099891
  (0, 7387)	0.2658669170099891
  (0, 5213)	0.2658669170099891
  (0, 4632)	0.25379871033483115
  (0, 3710)	0.2658669170099891
  (0, 8182)	0.23859456803183937
  (0, 4580)	0.2285798555182432
  (0, 3844)	0.20397471027735242
  (0, 911)	0.2331679747572856
  (0, 460)	0.2331679747572856
  (0, 3205)	0.20794911994069765
  (0, 1900)	0.1988597833050994
  (0, 4650)	0.18428893850869116
  (0, 8090)	0.1919065036021944
  (0, 3941)	0.15720923654553665
  (0, 5188)	0.16463415462404465
  (0, 7210)	0.16047429975077407
  (0, 2532)	0.14425249045736427"
spam,"  (0, 202)	0.371931755531468
  (0, 6274)	0.326187910705475
  (0, 5731)	0.3197694090642925
  (0, 2397)	0.28044406587948184
  (0, 534)	0.3430706027879933
  (0, 4666)	0.3430706027879933
  (0, 1205)	0.2605859767496682
  (0, 2177)	0.22449385089061658
  (0, 6558)	0.23101304869197029
  (0, 6680)	0.3430706027879933
  (0, 351)	0.22272176039253216"
ham,"  (0, 2184)	0.6337725797094005
  (0, 8393)	0.42319478904915014
  (0, 5481)	0.5608727193626836
  (0, 6536)	0.32351241151591914"
ham,"  (0, 2834)	0.3688168509326068
  (0, 2970)	0.3688168509326068
  (0, 6821)	0.35207555031351395
  (0, 3863)	0.35207555031351395
  (0, 6338)	0.3067148072541729
  (0, 6756)	0.46246606690186975
  (0, 5196)	0.20449926699271334
  (0, 7241)	0.24947592237367625
  (0, 4226)	0.15428965945016357
  (0, 7877)	0.2102892141707063"
ham,"  (0, 5186)	0.4127799329702655
  (0, 3476)	0.24936071229813117
  (0, 7831)	0.34214361174769725
  (0, 7443)	0.5678442444733385
  (0, 2651)	0.27865364571772244
  (0, 3494)	0.5002746953286749"
ham,"  (0, 5586)	0.40255770735915825
  (0, 3754)	0.48283682591740634
  (0, 3500)	0.4974661076832213
  (0, 6499)	0.47453839359610495
  (0, 6291)	0.3635335974754967"
ham,"  (0, 5432)	0.19459568117595047
  (0, 5835)	0.19459568117595047
  (0, 2724)	0.5837870435278515
  (0, 2835)	0.19459568117595047
  (0, 2945)	0.38919136235190094
  (0, 4484)	0.17066238021109656
  (0, 7337)	0.16439521781613686
  (0, 2709)	0.14555122324340866
  (0, 7023)	0.1404619168512829
  (0, 8166)	0.12491249339426412
  (0, 3665)	0.2791452170041792
  (0, 8173)	0.3044079428903078
  (0, 6799)	0.14797427696996696
  (0, 6795)	0.13224255094817686
  (0, 3476)	0.09103857929312616
  (0, 3645)	0.11240597336799268
  (0, 4998)	0.11506598420284245
  (0, 8219)	0.1413890793009839
  (0, 8227)	0.13162884756633575"
ham,"  (0, 6184)	1.0"
ham,"  (0, 5514)	0.36056411297568597
  (0, 6417)	0.36056411297568597
  (0, 7730)	0.36056411297568597
  (0, 4377)	0.3441974198798613
  (0, 5763)	0.3441974198798613
  (0, 6624)	0.3441974198798613
  (0, 8265)	0.323577825141685
  (0, 2135)	0.28500838412793394
  (0, 919)	0.26197820863512894"
ham,"  (0, 3861)	0.60378423652137
  (0, 4937)	0.4885538720161858
  (0, 2413)	0.3316955069918824
  (0, 4577)	0.4163744892741094
  (0, 8329)	0.33670474482760304"
ham,"  (0, 4738)	0.4437446104099979
  (0, 7239)	0.4437446104099979
  (0, 6734)	0.42360219581535274
  (0, 4081)	0.4093109252253697
  (0, 3252)	0.34364965477465775
  (0, 2576)	0.31264334963772167
  (0, 4485)	0.20824562025715088"
ham,"  (0, 4064)	0.4619387584867473
  (0, 4769)	0.44097047679386375
  (0, 5787)	0.37870805172486705
  (0, 1213)	0.36130767744302855
  (0, 5278)	0.26338476203442274
  (0, 5485)	0.32734288477965157
  (0, 3474)	0.2887013303049421
  (0, 2651)	0.24149791008569363"
ham,"  (0, 1105)	0.825613087223396
  (0, 4589)	0.5642366792450251"
spam,"  (0, 6435)	0.2647301982736881
  (0, 7784)	0.2987179382453474
  (0, 4900)	0.24515524879891828
  (0, 700)	0.2834680707636655
  (0, 3624)	0.3283538934153757
  (0, 7901)	0.2633727621816917
  (0, 2453)	0.30902897766811976
  (0, 5176)	0.20214223555600508
  (0, 7497)	0.18293350369968822
  (0, 57)	0.2904166725093816
  (0, 1782)	0.29300871735171996
  (0, 6217)	0.20150880699929669
  (0, 8005)	0.18766508149551914
  (0, 5169)	0.2661321483161457
  (0, 7388)	0.19072877955915357"
ham,"  (0, 5982)	0.33505273111044365
  (0, 2940)	0.3209893062527639
  (0, 3244)	0.30608147515481093
  (0, 6087)	0.2920180502971312
  (0, 3290)	0.27126863299790976
  (0, 3568)	0.23798461778652644
  (0, 6799)	0.5678059441499975
  (0, 6513)	0.28913437682197135
  (0, 4226)	0.15618631371210295
  (0, 4857)	0.2124272329521105"
spam,"  (0, 760)	0.32738431380416
  (0, 1365)	0.32738431380416
  (0, 1551)	0.32738431380416
  (0, 4375)	0.32738431380416
  (0, 646)	0.31252371510452964
  (0, 1448)	0.30197995253089915
  (0, 2123)	0.2722587551316384
  (0, 4637)	0.258781367607841
  (0, 1477)	0.2204458397407783
  (0, 1334)	0.25606525514194156
  (0, 3476)	0.15316168699878205
  (0, 7814)	0.14277624322867713
  (0, 6010)	0.23787047290376992
  (0, 7388)	0.1634954160690966"
ham,"  (0, 863)	0.5993826836079933
  (0, 3128)	0.8004626153611925"
ham,"  (0, 3238)	0.5979268624358973
  (0, 2169)	0.6263584685027106
  (0, 7210)	0.37806297134051936
  (0, 2651)	0.32745522718942843"
spam,"  (0, 1482)	0.33106209138835335
  (0, 2045)	0.33106209138835335
  (0, 6200)	0.33106209138835335
  (0, 7563)	0.33106209138835335
  (0, 5756)	0.2753172619216812
  (0, 1979)	0.24962751253881338
  (0, 297)	0.22097118238099642
  (0, 5026)	0.18356524341769836
  (0, 4988)	0.22292228938647607
  (0, 1901)	0.26465505258071553
  (0, 7731)	0.19824801377307763
  (0, 7142)	0.2903448019635834
  (0, 7814)	0.1443801663391041
  (0, 8274)	0.18570405644119467
  (0, 607)	0.20562821512424603"
spam,"  (0, 681)	0.3201653153593188
  (0, 7960)	0.3201653153593188
  (0, 512)	0.3201653153593188
  (0, 5749)	0.3201653153593188
  (0, 4570)	0.2883519046658538
  (0, 7169)	0.30098539514308414
  (0, 1504)	0.2833382144010242
  (0, 4886)	0.2064536895536723
  (0, 1729)	0.24535573295535623
  (0, 368)	0.21305783937035974
  (0, 8274)	0.1881313215301624
  (0, 351)	0.200839236022124
  (0, 5894)	0.19460700814293785
  (0, 2342)	0.20831590109860101
  (0, 2651)	0.17533884604557373"
ham,"  (0, 7584)	0.6818282898034391
  (0, 834)	0.7315122577398944"
ham,"  (0, 3672)	0.5955744794159658
  (0, 2641)	0.5216989051676933
  (0, 2564)	0.6108365508180003"
ham,"  (0, 1926)	0.8860150082706255
  (0, 4226)	0.46365655944805"
ham,"  (0, 7441)	0.30776731215296377
  (0, 6776)	0.4008531973769013
  (0, 2165)	0.439763537759665
  (0, 4045)	0.4236142873911141
  (0, 4397)	0.26582186747752
  (0, 7555)	0.37217761525750853
  (0, 7665)	0.32074094312390294
  (0, 6536)	0.24434149662729146"
ham,"  (0, 1064)	0.5
  (0, 2790)	0.5
  (0, 7280)	0.5
  (0, 4781)	0.5"
ham,"  (0, 5930)	0.33012136224831923
  (0, 3664)	0.33012136224831923
  (0, 6877)	0.3045046115459808
  (0, 4776)	0.2556562705416436
  (0, 3731)	0.31513652369712886
  (0, 6884)	0.2639030222924519
  (0, 7441)	0.20261962327226743
  (0, 5278)	0.18822611188350308
  (0, 3941)	0.19520340443290618
  (0, 4188)	0.27888786084364225
  (0, 8317)	0.19069083562824754
  (0, 7210)	0.1992575647822337
  (0, 4320)	0.1521267710885166
  (0, 3463)	0.16637096041878083
  (0, 2654)	0.17445309203458578
  (0, 8043)	0.1862907399056541
  (0, 7117)	0.21588521419956175
  (0, 3494)	0.1549231838061507"
ham,"  (0, 2853)	0.49540447294989864
  (0, 1190)	0.49540447294989864
  (0, 6722)	0.39130717118178704
  (0, 2221)	0.30917468394758957
  (0, 5144)	0.2636532344746341
  (0, 7538)	0.26437495568510855
  (0, 4385)	0.3478956506017893"
ham,"  (0, 2294)	0.3392942717420058
  (0, 941)	0.297564507380432
  (0, 1809)	0.3129657217967631
  (0, 3795)	0.2821632929641009
  (0, 3689)	0.26819560974881074
  (0, 4574)	0.2821632929641009
  (0, 4431)	0.2127235875721035
  (0, 3667)	0.2449074074899464
  (0, 4397)	0.17986746570636142
  (0, 1498)	0.2218839036433189
  (0, 3807)	0.1863950376268607
  (0, 7405)	0.40427383723526183
  (0, 7665)	0.21702827211099715
  (0, 3534)	0.18742634265375002"
spam,"  (0, 723)	0.3235506962217038
  (0, 507)	0.28375723244456896
  (0, 2461)	0.2903612057852157
  (0, 4904)	0.22312317504305412
  (0, 398)	0.2557510794753835
  (0, 5633)	0.1737684643229145
  (0, 5176)	0.17125012106013482
  (0, 7557)	0.18526715550265185
  (0, 1782)	0.24823005533771655
  (0, 5225)	0.20417030489029922
  (0, 6217)	0.17071349536822591
  (0, 298)	0.21327330847183731
  (0, 8005)	0.1589854185419045
  (0, 2086)	0.2350850479801538
  (0, 4951)	0.17262753309578002
  (0, 7388)	0.16158091108133346
  (0, 3265)	0.45504539086302237"
ham,"  (0, 6826)	0.3687364277352817
  (0, 948)	0.35199877767857446
  (0, 8207)	0.30229863067794954
  (0, 3540)	0.323385575915944
  (0, 4297)	0.28039423052396156
  (0, 1427)	0.33091183244058
  (0, 5688)	0.3066479258592367
  (0, 3941)	0.21803680180567214
  (0, 7644)	0.2716713648744266
  (0, 1932)	0.3066479258592367
  (0, 4822)	0.21594622222056126"
ham,"  (0, 4531)	0.6962450539319966
  (0, 8031)	0.7178041688895593"
ham,"  (0, 1989)	1.0"
ham,"  (0, 6088)	0.7097297177047965
  (0, 3563)	0.49813839834260415
  (0, 4633)	0.49813839834260415"
ham,"  (0, 3782)	0.319642763140175
  (0, 3359)	0.33955110351688955
  (0, 3115)	0.33955110351688955
  (0, 2275)	0.33182835546813183
  (0, 3358)	0.33182835546813183
  (0, 3130)	0.31465372769759115
  (0, 3456)	0.2514704432213969
  (0, 3619)	0.2990776988498229
  (0, 2097)	0.27876401716041765
  (0, 4320)	0.17435761209265574
  (0, 1052)	0.22716549445690876
  (0, 4610)	0.18871286930278466"
ham,"  (0, 2442)	0.3498867001253124
  (0, 1407)	0.3498867001253124
  (0, 2244)	0.3498867001253124
  (0, 3535)	0.3498867001253124
  (0, 3448)	0.30480796435359464
  (0, 2761)	0.3151200069412757
  (0, 4594)	0.32892628164402365
  (0, 3692)	0.23969092606582906
  (0, 7325)	0.2838475458723059
  (0, 7382)	0.2681324417175918"
ham,"  (0, 5689)	0.6676527713664783
  (0, 8319)	0.5990277182021893
  (0, 5176)	0.4420470220600287"
spam,"  (0, 6135)	0.5163742915434586
  (0, 5909)	0.4929350771343541
  (0, 5412)	0.46340515931483717
  (0, 5411)	0.380445483597263
  (0, 6300)	0.3617865297304128"
ham,"  (0, 1308)	0.6025577723217154
  (0, 7983)	0.42698949982966095
  (0, 2268)	0.4816919939337171
  (0, 5144)	0.3061237214416626
  (0, 4914)	0.35897797732002323"
ham,"  (0, 3930)	0.6317592043522043
  (0, 6644)	0.43566625318323726
  (0, 4226)	0.2642881209129436
  (0, 8329)	0.3523051925294339
  (0, 4857)	0.3594552742382763
  (0, 3494)	0.29647929073872703"
ham,"  (0, 4992)	0.42807660104805567
  (0, 2703)	0.7700344587496746
  (0, 2413)	0.28278431727008047
  (0, 1674)	0.37924976714473235"
ham,"  (0, 2363)	0.7890268804049584
  (0, 2532)	0.6143586753667759"
ham,"  (0, 8373)	0.18971333085274772
  (0, 2786)	0.18971333085274772
  (0, 2126)	0.18971333085274772
  (0, 7931)	0.18971333085274772
  (0, 4407)	0.18971333085274772
  (0, 6399)	0.18971333085274772
  (0, 871)	0.37942666170549544
  (0, 6640)	0.18971333085274772
  (0, 6503)	0.18110188076519296
  (0, 2478)	0.18110188076519296
  (0, 4819)	0.1749919596931634
  (0, 1996)	0.1749919596931634
  (0, 2977)	0.33276101921121726
  (0, 4818)	0.16310658822803611
  (0, 7927)	0.14426164442527664
  (0, 7618)	0.1749919596931634
  (0, 7441)	0.11644094573375789
  (0, 2334)	0.16638050960560863
  (0, 7782)	0.15553136556204428
  (0, 2084)	0.14426164442527664
  (0, 6063)	0.15350712515317078
  (0, 1922)	0.12608862324287562
  (0, 6731)	0.15553136556204428
  (0, 5176)	0.10041218039287635
  (0, 1203)	0.22066204932345662
  (0, 5194)	0.15776905951805387
  (0, 7353)	0.2005085459604226
  (0, 3413)	0.12134940027134088"
ham,"  (0, 2402)	0.3800714343719543
  (0, 3133)	0.42968061208642433
  (0, 4610)	0.2887372063720851
  (0, 4226)	0.2421788379702516
  (0, 8329)	0.32283275480916795
  (0, 8031)	0.3934124927126394
  (0, 4535)	0.5195249132305926"
ham,"  (0, 5999)	0.5921274046215046
  (0, 3488)	0.5193017216530805
  (0, 4231)	0.4246999004765657
  (0, 6494)	0.44647603868465624"
ham,"  (0, 5368)	0.4845852330815139
  (0, 4591)	0.46722403575975335
  (0, 1400)	0.4725206307244249
  (0, 1455)	0.38217975443864544
  (0, 7498)	0.42135702334802944"
ham,"  (0, 7756)	0.26344041728060963
  (0, 7023)	0.24311682301056295
  (0, 1812)	0.20169215627408738
  (0, 7656)	0.23867565386508463
  (0, 5186)	0.2608389474645344
  (0, 3568)	0.21469483462497058
  (0, 2030)	0.25192558789941877
  (0, 3222)	0.27612755942518563
  (0, 3476)	0.15757303235847095
  (0, 7497)	0.16132971067063265
  (0, 8219)	0.24472159100917043
  (0, 3288)	0.6397332339674499"
ham,"  (0, 3413)	0.6981227563870296
  (0, 4226)	0.45658125197968386
  (0, 3789)	0.5515053738226313"
ham,"  (0, 4900)	0.5083550972316402
  (0, 4397)	0.41982721741491297
  (0, 6874)	0.40798854964534204
  (0, 3563)	0.36639176138410406
  (0, 4633)	0.36639176138410406
  (0, 4539)	0.36108129330423494"
ham,"  (0, 7212)	0.4324499395954788
  (0, 1681)	0.4324499395954788
  (0, 2522)	0.41282021166095084
  (0, 5383)	0.3260760006259574
  (0, 4231)	0.3101721772608978
  (0, 5144)	0.21970206165643588
  (0, 2359)	0.22852877074902242
  (0, 7831)	0.27759300667226805
  (0, 2738)	0.2747161485815104"
spam,"  (0, 7141)	0.3551982344841137
  (0, 2864)	0.5615338366313721
  (0, 6162)	0.2953893178994814
  (0, 3420)	0.2563871128913628
  (0, 7949)	0.2700995295022574
  (0, 7793)	0.26567669544688355
  (0, 2689)	0.23139079092259202
  (0, 7063)	0.18683101928183993
  (0, 6218)	0.2953893178994814
  (0, 298)	0.23413425938009397
  (0, 7388)	0.17738566169889225"
ham,"  (0, 8069)	0.4662403051823858
  (0, 2504)	0.3441127836170948
  (0, 5683)	0.3351290827219156
  (0, 1290)	0.36251028694756043
  (0, 7497)	0.23394266853350584
  (0, 1498)	0.3193993097718665
  (0, 3563)	0.2259622549916882
  (0, 4633)	0.2259622549916882
  (0, 4539)	0.2226871667695744
  (0, 4485)	0.22920679472566202
  (0, 7388)	0.24391157854526577"
ham,"  (0, 5457)	0.26605815890122614
  (0, 6543)	0.26605815890122614
  (0, 2192)	0.26605815890122614
  (0, 2198)	0.5321163178024523
  (0, 6325)	0.22874427629070943
  (0, 3036)	0.193312194290406
  (0, 1890)	0.193312194290406
  (0, 1812)	0.1593220816345798
  (0, 6756)	0.16680754960500183
  (0, 4473)	0.32204912078764186
  (0, 6244)	0.23333569582980554
  (0, 7497)	0.12743869572508482
  (0, 5144)	0.27033661323108726
  (0, 4428)	0.22476700777742112
  (0, 7979)	0.16191373894599442"
spam,"  (0, 931)	0.46060178742833846
  (0, 3682)	0.46060178742833846
  (0, 1542)	0.3776119720055527
  (0, 1888)	0.30612843588268956
  (0, 6706)	0.39600372699946884
  (0, 6217)	0.24302510247378556
  (0, 8146)	0.27727214351525153
  (0, 3265)	0.21593186976064718"
ham,"  (0, 5087)	0.2749442234326584
  (0, 2535)	0.23840141746948523
  (0, 3737)	0.931434612922213"
ham,"  (0, 2997)	0.46188911475637623
  (0, 4044)	0.46188911475637623
  (0, 2596)	0.42604745269532573
  (0, 7135)	0.414509014710415
  (0, 8302)	0.29442162464394533
  (0, 3500)	0.36510086696252464"
ham,"  (0, 8259)	0.7012427142731721
  (0, 6401)	0.5352860229992337
  (0, 6874)	0.47087952733205357"
ham,"  (0, 2078)	0.2599263675046846
  (0, 6393)	0.22508232625222843
  (0, 4289)	0.25586939512963897
  (0, 8135)	0.22208526686422414
  (0, 8166)	0.3949999409379043
  (0, 7077)	0.22668468279929557
  (0, 5518)	0.23605129120272617
  (0, 5269)	0.22508232625222843
  (0, 8093)	0.19415321818722012
  (0, 3230)	0.2111163019137264
  (0, 4726)	0.1989353637507486
  (0, 8220)	0.17362489416699373
  (0, 2532)	0.500811888670453
  (0, 2401)	0.14737339606424035
  (0, 8071)	0.16933439917421408"
ham,"  (0, 3951)	0.4104560286122653
  (0, 1883)	0.37860547011577156
  (0, 4032)	0.34675491161927774
  (0, 8251)	0.3321217579747316
  (0, 6247)	0.35997408776829704
  (0, 3456)	0.2728002050084153
  (0, 7123)	0.3210402064468498
  (0, 2654)	0.21690605796599177
  (0, 7443)	0.21864025029600095
  (0, 6450)	0.23605086065806324"
ham,"  (0, 6088)	0.45808778804388445
  (0, 857)	0.49246236841764096
  (0, 8317)	0.4014308454945807
  (0, 4539)	0.31685826049525273
  (0, 4822)	0.40699035163838576
  (0, 7388)	0.3470581606189961"
ham,"  (0, 2098)	0.25818877147247277
  (0, 8032)	0.25818877147247277
  (0, 6958)	0.25818877147247277
  (0, 5431)	0.25818877147247277
  (0, 8045)	0.25818877147247277
  (0, 1465)	0.25818877147247277
  (0, 3039)	0.25818877147247277
  (0, 6744)	0.25818877147247277
  (0, 6832)	0.21166911159800905
  (0, 1488)	0.22643416347678272
  (0, 5685)	0.24646909047426166
  (0, 2761)	0.22197854755051438
  (0, 4208)	0.22197854755051438
  (0, 3383)	0.19311678084752718
  (0, 3471)	0.23815384447499383
  (0, 3665)	0.18518437872102433
  (0, 5196)	0.14315889954149028
  (0, 4822)	0.15120526648719151
  (0, 2654)	0.13644021460841785
  (0, 4716)	0.14511452472606642"
ham,"  (0, 8270)	0.34730380441306985
  (0, 4430)	0.34730380441306985
  (0, 6019)	0.34730380441306985
  (0, 7316)	0.3116777450977003
  (0, 5255)	0.2934036574184557
  (0, 4889)	0.2298674576202747
  (0, 6453)	0.24610931025564456
  (0, 2095)	0.1652590897637233
  (0, 2534)	0.22539347722771114
  (0, 7353)	0.1835331774429679
  (0, 2401)	0.16635439423300316
  (0, 7566)	0.21638085954586078
  (0, 8005)	0.17065715311572785
  (0, 3474)	0.21705706332692856
  (0, 5092)	0.28102194152919374"
ham,"  (0, 3265)	1.0"
ham,"  (0, 8395)	0.3018978701996784
  (0, 2387)	0.372136561034581
  (0, 2066)	0.3241911955780905
  (0, 3046)	0.29643553130859607
  (0, 1437)	0.2872136321685122
  (0, 4530)	0.27164771258732134
  (0, 6373)	0.2813860881975099
  (0, 7497)	0.1867247837212525
  (0, 5144)	0.19805030705275237
  (0, 7555)	0.2893429204314549
  (0, 8071)	0.42909955130016286"
ham,"  (0, 1301)	0.5568169877196169
  (0, 4431)	0.45078429488555016
  (0, 3836)	0.47394050101012314
  (0, 5026)	0.398667337880523
  (0, 5343)	0.32123685479863556"
ham,"  (0, 2056)	0.4665733762771392
  (0, 3609)	0.4508323663477074
  (0, 8101)	0.4665733762771392
  (0, 8393)	0.3115493283727891
  (0, 2095)	0.2325683746078752
  (0, 3222)	0.40069597312113625
  (0, 4539)	0.2228462492375615"
ham,"  (0, 3310)	0.43732178439225516
  (0, 1988)	0.4961988381647142
  (0, 4854)	0.5022450867879469
  (0, 4938)	0.5570334305024512"
ham,"  (0, 941)	0.4409710729872941
  (0, 4674)	0.4409710729872941
  (0, 2856)	0.33279244017713516
  (0, 6756)	0.315242397311346
  (0, 5196)	0.2787959757007431
  (0, 7405)	0.2995536486453415
  (0, 1031)	0.36063884058497464
  (0, 7665)	0.3216216573134836"
ham,"  (0, 3278)	0.5313838205455415
  (0, 7022)	0.5072632949747059
  (0, 1565)	0.3860921716676757
  (0, 3008)	0.3915039495458606
  (0, 7801)	0.3974577679461787"
ham,"  (0, 6449)	0.6309022500277546
  (0, 4226)	0.3679773974702478
  (0, 2359)	0.4648363916288996
  (0, 4857)	0.5004818826674592"
ham,"  (0, 1229)	1.0"
ham,"  (0, 1347)	0.6171390665401655
  (0, 4979)	0.4879465871619987
  (0, 2532)	0.42361070130894585
  (0, 6450)	0.4490005282440481"
ham,"  (0, 2330)	0.4351327442413821
  (0, 996)	0.39049728456767974
  (0, 2599)	0.3567318627975148
  (0, 4464)	0.2916996801008715
  (0, 4599)	0.32809888958789174
  (0, 7452)	0.2803195516041421
  (0, 2095)	0.2070511187208167
  (0, 959)	0.3229664410273499
  (0, 7814)	0.18976663178106093
  (0, 2738)	0.27642041465311296"
ham,"  (0, 5899)	0.42431709400916395
  (0, 5015)	0.4111168901500238
  (0, 4539)	0.25441808871081795
  (0, 8031)	0.3792062787647743
  (0, 7566)	0.34765365516460406
  (0, 3789)	0.281965022492843
  (0, 3732)	0.3065457626369644
  (0, 2757)	0.384804233601609"
ham,"  (0, 6344)	0.5379929776933998
  (0, 8309)	0.42079385996496327
  (0, 5219)	0.39637333213997
  (0, 2392)	0.35756471918332455
  (0, 7832)	0.41275147352063485
  (0, 4589)	0.2795853315868482"
ham,"  (0, 459)	0.5338667071580773
  (0, 3591)	0.4219956509013001
  (0, 3482)	0.4376762435153099
  (0, 2101)	0.34030224623868927
  (0, 4681)	0.4791032213164609"
ham,"  (0, 8323)	0.40118385198035583
  (0, 7627)	0.3685725043605488
  (0, 1808)	0.31688474128517236
  (0, 1694)	0.35503757219631094
  (0, 3472)	0.319573943456673
  (0, 1203)	0.24440952948534467
  (0, 3563)	0.1944327996788503
  (0, 4633)	0.1944327996788503
  (0, 5144)	0.21350921513441962
  (0, 7731)	0.25166204604555814
  (0, 4226)	0.17581033344642913
  (0, 2654)	0.22208712157903485
  (0, 7443)	0.22386273719091676"
ham,"  (0, 4465)	0.5281828083105797
  (0, 3668)	0.3968497835566722
  (0, 4577)	0.3815588161027693
  (0, 3131)	0.3662073880876803
  (0, 2359)	0.2923911293692139
  (0, 7117)	0.3618332060368997
  (0, 3494)	0.25965813589348263"
ham,"  (0, 6756)	0.404977889030522
  (0, 6886)	0.48705183732069723
  (0, 5196)	0.3581567919558135
  (0, 3941)	0.38194950385435533
  (0, 3476)	0.3021930454383229
  (0, 3463)	0.3255337988204362
  (0, 3534)	0.3568176216983891"
spam,"  (0, 6816)	0.3347728133063986
  (0, 3178)	0.3347728133063986
  (0, 170)	0.3195768365160486
  (0, 7806)	0.3087951194001807
  (0, 5639)	0.28281742549396277
  (0, 125)	0.2784031658194807
  (0, 3374)	0.2784031658194807
  (0, 7399)	0.2345513639189685
  (0, 309)	0.24164375479739486
  (0, 1912)	0.21266622908390004
  (0, 4886)	0.20607421800385417
  (0, 6558)	0.2079330067167542
  (0, 7063)	0.1760874347495692
  (0, 3645)	0.1933776932224006
  (0, 2651)	0.17501656503526056"
ham,"  (0, 4033)	0.2677598317755303
  (0, 3504)	0.2677598317755303
  (0, 5964)	0.2677598317755303
  (0, 5064)	0.2520607107448901
  (0, 4707)	0.2520607107448901
  (0, 5063)	0.2520607107448901
  (0, 3977)	0.2520607107448901
  (0, 4135)	0.2520607107448901
  (0, 7756)	0.23336835298681433
  (0, 2032)	0.25652094331280983
  (0, 7401)	0.23851731360962328
  (0, 5327)	0.20575553009289899
  (0, 5789)	0.22316795626959243
  (0, 3836)	0.19667236552555195
  (0, 2253)	0.21678630494002962
  (0, 3784)	0.19221213295763218
  (0, 3563)	0.13803854441656493
  (0, 4633)	0.13803854441656493
  (0, 4726)	0.19291536161064232"
ham,"  (0, 2095)	0.7119847717009887
  (0, 3494)	0.7021949051836613"
